Date,Open,High,Low,Close,Adj Close,Volume
2000-12-12,4.675000,4.675000,4.660000,4.660000,4.660000,8
2000-12-13,4.635000,4.635000,4.620000,4.623000,4.623000,6
2000-12-14,4.625000,4.625000,4.598000,4.598000,4.598000,17
2000-12-15,4.550000,4.575000,4.550000,4.563000,4.563000,697
2000-12-18,4.580000,4.580000,4.575000,4.575000,4.575000,202
2000-12-19,4.595000,4.595000,4.585000,4.585000,4.585000,127
2000-12-20,4.610000,4.650000,4.596000,4.596000,4.596000,258
2000-12-21,4.599000,4.599000,4.599000,4.599000,4.599000,4
2000-12-22,4.600000,4.611000,4.600000,4.611000,4.611000,2
2000-12-25,null,null,null,null,null,null
2000-12-26,4.623000,4.623000,4.623000,4.623000,4.623000,0
2000-12-27,4.583000,4.583000,4.583000,4.583000,4.583000,45
2000-12-28,4.560000,4.587000,4.560000,4.587000,4.587000,45
2000-12-29,4.585000,4.585000,4.585000,4.585000,4.585000,0
2001-01-01,null,null,null,null,null,null
2001-01-02,4.545000,4.545000,4.545000,4.545000,4.545000,40
2001-01-03,4.500000,4.500000,4.490000,4.490000,4.490000,0
2001-01-04,4.532000,4.532000,4.532000,4.532000,4.532000,35
2001-01-05,4.555000,4.555000,4.555000,4.555000,4.555000,0
2001-01-08,4.545000,4.545000,4.545000,4.545000,4.545000,8
2001-01-09,4.530000,4.550000,4.530000,4.550000,4.550000,73
2001-01-10,4.535000,4.535000,4.535000,4.535000,4.535000,31
2001-01-11,4.557000,4.557000,4.557000,4.557000,4.557000,31
2001-01-12,4.622000,4.622000,4.622000,4.622000,4.622000,0
2001-01-15,null,null,null,null,null,null
2001-01-16,4.677000,4.677000,4.677000,4.677000,4.677000,0
2001-01-17,4.710000,4.710000,4.710000,4.710000,4.710000,0
2001-01-18,4.794000,4.794000,4.794000,4.794000,4.794000,0
2001-01-19,4.749000,4.749000,4.749000,4.749000,4.749000,0
2001-01-22,4.774000,4.774000,4.774000,4.774000,4.774000,0
2001-01-23,4.776000,4.776000,4.776000,4.776000,4.776000,0
2001-01-24,4.768000,4.768000,4.768000,4.768000,4.768000,0
2001-01-25,4.785000,4.785000,4.785000,4.785000,4.785000,0
2001-01-26,4.805000,4.805000,4.805000,4.805000,4.805000,0
2001-01-29,4.803000,4.803000,4.803000,4.803000,4.803000,160
2001-01-30,4.796000,4.796000,4.796000,4.796000,4.796000,4
2001-01-31,4.770000,4.791000,4.770000,4.791000,4.791000,2
2001-02-01,4.740000,4.790000,4.740000,4.790000,4.790000,2
2001-02-02,4.768000,4.768000,4.768000,4.768000,4.768000,0
2001-02-05,4.678000,4.678000,4.678000,4.678000,4.678000,0
2001-02-06,4.653000,4.653000,4.653000,4.653000,4.653000,0
2001-02-07,4.611000,4.611000,4.611000,4.611000,4.611000,0
2001-02-08,4.560000,4.560000,4.560000,4.560000,4.560000,0
2001-02-09,4.553000,4.553000,4.553000,4.553000,4.553000,0
2001-02-12,4.553000,4.553000,4.553000,4.553000,4.553000,0
2001-02-13,4.553000,4.553000,4.553000,4.553000,4.553000,0
2001-02-14,4.580000,4.580000,4.580000,4.580000,4.580000,0
2001-02-15,4.513000,4.513000,4.513000,4.513000,4.513000,0
2001-02-16,4.488000,4.488000,4.488000,4.488000,4.488000,0
2001-02-19,null,null,null,null,null,null
2001-02-20,4.418000,4.418000,4.418000,4.418000,4.418000,0
2001-02-21,4.406000,4.406000,4.406000,4.406000,4.406000,0
2001-02-22,4.413000,4.413000,4.413000,4.413000,4.413000,0
2001-02-23,4.431000,4.431000,4.431000,4.431000,4.431000,0
2001-02-26,4.443000,4.443000,4.443000,4.443000,4.443000,11413
2001-02-27,4.460000,4.470000,4.400000,4.414000,4.414000,3140
2001-02-28,4.420000,4.540000,4.390000,4.472000,4.472000,589
2001-03-01,4.485000,4.490000,4.390000,4.395000,4.395000,665
2001-03-02,4.405000,4.450000,4.390000,4.419000,4.419000,203
2001-03-05,4.405000,4.450000,4.380000,4.416000,4.416000,47
2001-03-06,4.390000,4.420000,4.390000,4.408000,4.408000,42
2001-03-07,4.380000,4.440000,4.380000,4.428000,4.428000,679
2001-03-08,4.410000,4.495000,4.410000,4.476000,4.476000,53
2001-03-09,4.460000,4.520000,4.460000,4.488000,4.488000,287
2001-03-12,4.495000,4.495000,4.400000,4.409000,4.409000,16
2001-03-13,4.375000,4.435000,4.375000,4.419000,4.419000,97
2001-03-14,4.390000,4.445000,4.390000,4.428000,4.428000,356
2001-03-15,4.395000,4.425000,4.320000,4.325000,4.325000,23
2001-03-16,4.310000,4.310000,4.270000,4.288000,4.288000,0
2001-03-19,4.285000,4.295000,4.280000,4.295000,4.295000,135
2001-03-20,4.290000,4.328000,4.290000,4.328000,4.328000,36
2001-03-21,4.300000,4.330000,4.300000,4.323000,4.323000,2
2001-03-22,4.310000,4.334000,4.310000,4.334000,4.334000,127
2001-03-23,4.330000,4.342000,4.330000,4.342000,4.342000,4
2001-03-26,4.355000,4.359000,4.340000,4.359000,4.359000,0
2001-03-27,4.414000,4.414000,4.414000,4.414000,4.414000,0
2001-03-28,4.354000,4.385000,4.354000,4.354000,4.354000,63
2001-03-29,4.350000,4.350000,4.318000,4.318000,4.318000,10
2001-03-30,4.278000,4.278000,4.278000,4.278000,4.278000,0
2001-04-02,4.298000,4.298000,4.298000,4.298000,4.298000,0
2001-04-03,4.296000,4.296000,4.296000,4.296000,4.296000,0
2001-04-04,4.323000,4.323000,4.323000,4.323000,4.323000,0
2001-04-05,4.341000,4.341000,4.341000,4.341000,4.341000,20
2001-04-06,4.321000,4.321000,4.321000,4.321000,4.321000,0
2001-04-09,4.301000,4.301000,4.301000,4.301000,4.301000,55
2001-04-10,4.311000,4.311000,4.311000,4.311000,4.311000,0
2001-04-11,4.353000,4.353000,4.353000,4.353000,4.353000,0
2001-04-12,4.358000,4.358000,4.358000,4.358000,4.358000,0
2001-04-13,null,null,null,null,null,null
2001-04-16,4.432000,4.432000,4.432000,4.432000,4.432000,0
2001-04-17,4.360000,4.360000,4.360000,4.360000,4.360000,0
2001-04-18,4.357000,4.357000,4.357000,4.357000,4.357000,0
2001-04-19,4.419000,4.419000,4.419000,4.419000,4.419000,10
2001-04-20,4.435000,4.435000,4.435000,4.435000,4.435000,20
2001-04-23,4.435000,4.435000,4.435000,4.435000,4.435000,0
2001-04-24,4.448000,4.448000,4.448000,4.448000,4.448000,0
2001-04-25,4.365000,4.365000,4.365000,4.365000,4.365000,0
2001-04-26,4.377000,4.377000,4.377000,4.377000,4.377000,11195
2001-04-27,4.380000,4.410000,4.350000,4.357000,4.357000,996
2001-04-30,4.360000,4.360000,4.310000,4.320000,4.320000,420
2001-05-01,4.310000,4.360000,4.310000,4.350000,4.350000,90
2001-05-02,4.335000,4.390000,4.335000,4.360000,4.360000,59
2001-05-03,4.375000,4.375000,4.330000,4.330000,4.330000,20
2001-05-04,4.327000,4.327000,4.320000,4.327000,4.327000,31
2001-05-07,4.294000,4.315000,4.294000,4.294000,4.294000,5
2001-05-08,4.310000,4.310000,4.304000,4.304000,4.304000,161
2001-05-09,4.330000,4.386000,4.330000,4.386000,4.386000,23
2001-05-10,4.340000,4.340000,4.323000,4.323000,4.323000,21
2001-05-11,4.325000,4.330000,4.310000,4.310000,4.310000,5
2001-05-14,4.332000,4.332000,4.332000,4.332000,4.332000,0
2001-05-15,4.295000,4.295000,4.295000,4.295000,4.295000,0
2001-05-16,4.438000,4.438000,4.438000,4.438000,4.438000,18
2001-05-17,4.430000,4.470000,4.430000,4.470000,4.470000,2
2001-05-18,4.480000,4.552000,4.480000,4.552000,4.552000,17
2001-05-21,4.635000,4.635000,4.526000,4.526000,4.526000,7
2001-05-22,4.515000,4.544000,4.515000,4.544000,4.544000,34
2001-05-23,4.505000,4.560000,4.505000,4.560000,4.560000,3
2001-05-24,4.610000,4.610000,4.603000,4.603000,4.603000,17
2001-05-25,4.580000,4.590000,4.560000,4.563000,4.563000,0
2001-05-28,null,null,null,null,null,null
2001-05-29,4.523000,4.523000,4.523000,4.523000,4.523000,40
2001-05-30,4.423000,4.445000,4.423000,4.423000,4.423000,0
2001-05-31,4.396000,4.396000,4.396000,4.396000,4.396000,0
2001-06-01,4.409000,4.409000,4.409000,4.409000,4.409000,8
2001-06-04,4.320000,4.321000,4.320000,4.321000,4.321000,0
2001-06-05,4.329000,4.329000,4.329000,4.329000,4.329000,0
2001-06-06,4.328000,4.328000,4.328000,4.328000,4.328000,0
2001-06-07,4.323000,4.323000,4.323000,4.323000,4.323000,0
2001-06-08,4.358000,4.358000,4.358000,4.358000,4.358000,0
2001-06-11,4.326000,4.326000,4.326000,4.326000,4.326000,100
2001-06-12,4.365000,4.365000,4.365000,4.365000,4.365000,0
2001-06-13,4.405000,4.405000,4.365000,4.405000,4.405000,0
2001-06-14,4.460000,4.460000,4.460000,4.460000,4.460000,0
2001-06-15,4.393000,4.393000,4.393000,4.393000,4.393000,0
2001-06-18,4.415000,4.415000,4.415000,4.415000,4.415000,2
2001-06-19,4.400000,4.400000,4.393000,4.393000,4.393000,0
2001-06-20,4.338000,4.338000,4.338000,4.338000,4.338000,9195
2001-06-21,4.316000,4.316000,4.316000,4.316000,4.316000,9195
2001-06-22,4.299000,4.299000,4.299000,4.299000,4.299000,0
2001-06-25,4.294000,4.294000,4.294000,4.294000,4.294000,0
2001-06-26,4.344000,4.344000,4.344000,4.344000,4.344000,0
2001-06-27,4.305000,4.305000,4.305000,4.305000,4.305000,10850
2001-06-28,4.310000,4.320000,4.280000,4.293000,4.293000,1525
2001-06-29,4.285000,4.325000,4.280000,4.292000,4.292000,524
2001-07-02,4.260000,4.280000,4.240000,4.277000,4.277000,168
2001-07-03,4.270000,4.280000,4.235000,4.243000,4.243000,158
2001-07-04,null,null,null,null,null,null
2001-07-05,4.240000,4.240000,4.200000,4.208000,4.208000,158
2001-07-06,4.235000,4.250000,4.180000,4.235000,4.235000,38
2001-07-09,4.215000,4.235000,4.200000,4.213000,4.213000,40
2001-07-10,4.215000,4.250000,4.215000,4.235000,4.235000,12
2001-07-11,4.220000,4.260000,4.220000,4.232000,4.232000,19
2001-07-12,4.210000,4.250000,4.210000,4.241000,4.241000,28
2001-07-13,4.215000,4.282000,4.215000,4.282000,4.282000,59
2001-07-16,4.260000,4.280000,4.187000,4.187000,4.187000,17
2001-07-17,4.180000,4.225000,4.180000,4.225000,4.225000,53
2001-07-18,4.225000,4.265000,4.190000,4.265000,4.265000,2
2001-07-19,4.218000,4.218000,4.218000,4.218000,4.218000,7
2001-07-20,4.219000,4.219000,4.219000,4.219000,4.219000,10
2001-07-23,4.239000,4.239000,4.239000,4.239000,4.239000,27
2001-07-24,4.240000,4.240000,4.240000,4.240000,4.240000,5
2001-07-25,4.213000,4.213000,4.213000,4.213000,4.213000,2
2001-07-26,4.240000,4.240000,4.222000,4.222000,4.222000,0
2001-07-27,4.220000,4.220000,4.202000,4.202000,4.202000,24
2001-07-30,4.185000,4.210000,4.185000,4.190000,4.190000,1
2001-07-31,4.210000,4.210000,4.210000,4.210000,4.210000,0
2001-08-01,4.217000,4.217000,4.217000,4.217000,4.217000,0
2001-08-02,4.220000,4.220000,4.220000,4.220000,4.220000,0
2001-08-03,4.213000,4.213000,4.213000,4.213000,4.213000,0
2001-08-06,4.178000,4.178000,4.178000,4.178000,4.178000,0
2001-08-07,4.158000,4.158000,4.158000,4.158000,4.158000,0
2001-08-08,4.138000,4.138000,4.138000,4.138000,4.138000,0
2001-08-09,4.205000,4.205000,4.205000,4.205000,4.205000,2
2001-08-10,4.210000,4.210000,4.135000,4.135000,4.135000,2
2001-08-13,4.136000,4.136000,4.136000,4.136000,4.136000,0
2001-08-14,4.191000,4.191000,4.191000,4.191000,4.191000,0
2001-08-15,4.144000,4.144000,4.144000,4.144000,4.144000,90
2001-08-16,4.190000,4.190000,4.190000,4.190000,4.190000,90
2001-08-17,4.257000,4.257000,4.257000,4.257000,4.257000,0
2001-08-20,4.145000,4.145000,4.145000,4.145000,4.145000,52
2001-08-21,4.185000,4.185000,4.185000,4.185000,4.185000,0
2001-08-22,4.202000,4.202000,4.202000,4.202000,4.202000,0
2001-08-23,4.214000,4.214000,4.214000,4.214000,4.214000,0
2001-08-24,4.182000,4.182000,4.182000,4.182000,4.182000,0
2001-08-27,4.194000,4.194000,4.194000,4.194000,4.194000,0
2001-08-28,4.180000,4.180000,4.180000,4.180000,4.180000,0
2001-08-29,4.182000,4.182000,4.182000,4.182000,4.182000,11191
2001-08-30,4.185000,4.190000,4.140000,4.156000,4.156000,1848
2001-08-31,4.145000,4.170000,4.140000,4.162000,4.162000,538
2001-09-03,null,null,null,null,null,null
2001-09-04,4.155000,4.160000,4.135000,4.142000,4.142000,105
2001-09-05,4.145000,4.160000,4.145000,4.149000,4.149000,42
2001-09-06,4.160000,4.160000,4.140000,4.148000,4.148000,36
2001-09-07,4.170000,4.170000,4.135000,4.144000,4.144000,64
2001-09-10,4.150000,4.160000,4.140000,4.156000,4.156000,0
2001-09-11,4.170000,4.175000,4.170000,4.175000,4.175000,0
2001-09-12,null,null,null,null,null,null
2001-09-13,null,null,null,null,null,null
2001-09-14,4.293000,4.293000,4.293000,4.293000,4.293000,59
2001-09-17,4.290000,4.420000,4.270000,4.383000,4.383000,51
2001-09-18,4.443000,4.443000,4.370000,4.443000,4.443000,34
2001-09-19,4.450000,4.718000,4.450000,4.718000,4.718000,36
2001-09-20,4.655000,4.655000,4.510000,4.510000,4.510000,18
2001-09-21,4.640000,4.640000,4.580000,4.592000,4.592000,37
2001-09-24,4.530000,4.570000,4.500000,4.570000,4.570000,33
2001-09-25,4.550000,4.560000,4.490000,4.522000,4.522000,0
2001-09-26,4.550000,4.610000,4.550000,4.600000,4.600000,0
2001-09-27,4.590000,4.590000,4.580000,4.580000,4.580000,0
2001-09-28,4.647000,4.647000,4.647000,4.647000,4.647000,0
2001-10-01,4.639000,4.639000,4.639000,4.639000,4.639000,0
2001-10-02,4.622000,4.622000,4.622000,4.622000,4.622000,0
2001-10-03,4.607000,4.607000,4.607000,4.607000,4.607000,0
2001-10-04,4.637000,4.637000,4.637000,4.637000,4.637000,0
2001-10-05,4.670000,4.670000,4.665000,4.665000,4.665000,0
2001-10-08,4.650000,4.650000,4.650000,4.650000,4.650000,0
2001-10-09,4.530000,4.530000,4.530000,4.530000,4.530000,0
2001-10-10,4.460000,4.460000,4.418000,4.418000,4.418000,0
2001-10-11,4.403000,4.403000,4.403000,4.403000,4.403000,0
2001-10-12,4.448000,4.448000,4.448000,4.448000,4.448000,0
2001-10-15,4.371000,4.371000,4.371000,4.371000,4.371000,0
2001-10-16,4.323000,4.323000,4.323000,4.323000,4.323000,0
2001-10-17,4.348000,4.348000,4.348000,4.348000,4.348000,0
2001-10-18,4.290000,4.290000,4.243000,4.243000,4.243000,0
2001-10-19,4.258000,4.258000,4.258000,4.258000,4.258000,0
2001-10-22,4.150000,4.220000,4.150000,4.220000,4.220000,0
2001-10-23,4.220000,4.228000,4.220000,4.228000,4.228000,0
2001-10-24,4.203000,4.203000,4.203000,4.203000,4.203000,0
2001-10-25,4.208000,4.208000,4.208000,4.208000,4.208000,0
2001-10-26,4.203000,4.203000,4.203000,4.203000,4.203000,0
2001-10-29,4.231000,4.231000,4.231000,4.231000,4.231000,0
2001-10-30,4.252000,4.252000,4.252000,4.252000,4.252000,4
2001-10-31,4.220000,4.220000,4.214000,4.214000,4.214000,0
2001-11-01,4.196000,4.196000,4.196000,4.196000,4.196000,20
2001-11-02,4.140000,4.140000,4.099000,4.099000,4.099000,0
2001-11-05,4.087000,4.087000,4.087000,4.087000,4.087000,4
2001-11-06,4.090000,4.108000,4.090000,4.108000,4.108000,0
2001-11-07,4.118000,4.118000,4.118000,4.118000,4.118000,30
2001-11-08,4.080000,4.080000,4.068000,4.068000,4.068000,30
2001-11-09,4.070000,4.070000,4.070000,4.070000,4.070000,0
2001-11-12,4.108000,4.108000,4.108000,4.108000,4.108000,107
2001-11-13,4.135000,4.135000,4.135000,4.135000,4.135000,0
2001-11-14,4.138000,4.138000,4.138000,4.138000,4.138000,100
2001-11-15,4.106000,4.106000,4.106000,4.106000,4.106000,100
2001-11-16,4.093000,4.093000,4.093000,4.093000,4.093000,0
2001-11-19,4.056000,4.056000,4.056000,4.056000,4.056000,175
2001-11-20,4.048000,4.048000,4.048000,4.048000,4.048000,10
2001-11-21,4.033000,4.033000,4.033000,4.033000,4.033000,0
2001-11-22,null,null,null,null,null,null
2001-11-23,null,null,null,null,null,null
2001-11-26,4.026000,4.026000,4.026000,4.026000,4.026000,0
2001-11-27,4.038000,4.038000,4.038000,4.038000,4.038000,0
2001-11-28,4.113000,4.113000,4.113000,4.113000,4.113000,8751
2001-11-29,4.115000,4.160000,4.050000,4.063000,4.063000,1397
2001-11-30,4.065000,4.160000,4.065000,4.128000,4.128000,303
2001-12-03,4.175000,4.225000,4.125000,4.200000,4.200000,152
2001-12-04,4.190000,4.190000,4.128000,4.128000,4.128000,161
2001-12-05,4.135000,4.190000,4.090000,4.176000,4.176000,94
2001-12-06,4.180000,4.217000,4.170000,4.217000,4.217000,89
2001-12-07,4.230000,4.260000,4.220000,4.250000,4.250000,48
2001-12-10,4.250000,4.250000,4.200000,4.225000,4.225000,80
2001-12-11,4.257000,4.257000,4.230000,4.257000,4.257000,233
2001-12-12,4.250000,4.280000,4.245000,4.245000,4.245000,168
2001-12-13,4.250000,4.265000,4.235000,4.265000,4.265000,168
2001-12-14,4.350000,4.357000,4.350000,4.357000,4.357000,26
2001-12-17,4.340000,4.360000,4.340000,4.360000,4.360000,8
2001-12-18,4.375000,4.430000,4.375000,4.415000,4.415000,22
2001-12-19,4.303000,4.410000,4.303000,4.303000,4.303000,11
2001-12-20,4.335000,4.400000,4.335000,4.393000,4.393000,11
2001-12-21,4.390000,4.480000,4.390000,4.465000,4.465000,26
2001-12-24,null,null,null,null,null,null
2001-12-25,null,null,null,null,null,null
2001-12-26,4.490000,4.560000,4.475000,4.536000,4.536000,0
2001-12-27,4.480000,4.520000,4.461000,4.461000,4.461000,8
2001-12-28,4.485000,4.489000,4.485000,4.489000,4.489000,4
2001-12-31,4.500000,4.579000,4.500000,4.579000,4.579000,9
2002-01-01,null,null,null,null,null,null
2002-01-02,4.526000,4.526000,4.526000,4.526000,4.526000,22
2002-01-03,4.599000,4.599000,4.599000,4.599000,4.599000,28
2002-01-04,4.580000,4.642000,4.580000,4.642000,4.642000,10
2002-01-07,4.600000,4.660000,4.600000,4.660000,4.660000,8
2002-01-08,4.620000,4.633000,4.620000,4.633000,4.633000,0
2002-01-09,4.703000,4.703000,4.703000,4.703000,4.703000,104
2002-01-10,4.690000,4.720000,4.690000,4.693000,4.693000,3
2002-01-11,4.660000,4.691000,4.660000,4.691000,4.691000,47
2002-01-14,4.580000,4.590000,4.508000,4.508000,4.508000,0
2002-01-15,4.548000,4.548000,4.548000,4.548000,4.548000,0
2002-01-16,4.555000,4.555000,4.555000,4.555000,4.555000,0
2002-01-17,4.438000,4.438000,4.438000,4.438000,4.438000,0
2002-01-18,4.338000,4.338000,4.338000,4.338000,4.338000,0
2002-01-21,null,null,null,null,null,null
2002-01-22,4.281000,4.281000,4.281000,4.281000,4.281000,0
2002-01-23,4.253000,4.253000,4.253000,4.253000,4.253000,0
2002-01-24,4.266000,4.266000,4.266000,4.266000,4.266000,0
2002-01-25,4.298000,4.298000,4.298000,4.298000,4.298000,0
2002-01-28,4.243000,4.243000,4.243000,4.243000,4.243000,0
2002-01-29,4.288000,4.288000,4.288000,4.288000,4.288000,0
2002-01-30,4.286000,4.286000,4.286000,4.286000,4.286000,0
2002-01-31,4.216000,4.216000,4.216000,4.216000,4.216000,0
2002-02-01,4.306000,4.306000,4.306000,4.306000,4.306000,0
2002-02-04,4.288000,4.288000,4.288000,4.288000,4.288000,252
2002-02-05,4.280000,4.393000,4.280000,4.393000,4.393000,0
2002-02-06,4.361000,4.361000,4.361000,4.361000,4.361000,65
2002-02-07,4.342000,4.342000,4.342000,4.342000,4.342000,0
2002-02-08,4.452000,4.452000,4.452000,4.452000,4.452000,0
2002-02-11,4.412000,4.412000,4.412000,4.412000,4.412000,2
2002-02-12,4.482000,4.482000,4.482000,4.482000,4.482000,0
2002-02-13,4.502000,4.502000,4.502000,4.502000,4.502000,0
2002-02-14,4.527000,4.527000,4.527000,4.527000,4.527000,0
2002-02-15,4.535000,4.535000,4.535000,4.535000,4.535000,0
2002-02-18,null,null,null,null,null,null
2002-02-19,4.467000,4.467000,4.467000,4.467000,4.467000,0
2002-02-20,4.397000,4.397000,4.397000,4.397000,4.397000,0
2002-02-21,4.417000,4.417000,4.417000,4.417000,4.417000,0
2002-02-22,4.395000,4.395000,4.395000,4.395000,4.395000,0
2002-02-25,4.365000,4.365000,4.365000,4.365000,4.365000,0
2002-02-26,4.420000,4.420000,4.420000,4.420000,4.420000,8992
2002-02-27,4.430000,4.470000,4.410000,4.424000,4.424000,1268
2002-02-28,4.420000,4.510000,4.395000,4.497000,4.497000,215
2002-03-01,4.485000,4.575000,4.460000,4.549000,4.549000,214
2002-03-04,4.530000,4.630000,4.530000,4.587000,4.587000,103
2002-03-05,4.565000,4.630000,4.535000,4.541000,4.541000,37
2002-03-06,4.550000,4.550000,4.500000,4.516000,4.516000,36
2002-03-07,4.510000,4.510000,4.460000,4.466000,4.466000,50
2002-03-08,4.470000,4.550000,4.460000,4.492000,4.492000,12
2002-03-11,4.525000,4.540000,4.472000,4.472000,4.472000,12
2002-03-12,4.490000,4.510000,4.480000,4.485000,4.485000,114
2002-03-13,4.517000,4.525000,4.500000,4.517000,4.517000,28
2002-03-14,4.540000,4.540000,4.485000,4.489000,4.489000,22
2002-03-15,4.482000,4.495000,4.455000,4.482000,4.482000,54
2002-03-18,4.520000,4.520000,4.492000,4.492000,4.492000,12
2002-03-19,4.490000,4.550000,4.490000,4.512000,4.512000,200
2002-03-20,4.522000,4.540000,4.500000,4.522000,4.522000,9
2002-03-21,4.530000,4.530000,4.499000,4.499000,4.499000,16
2002-03-22,4.520000,4.531000,4.500000,4.531000,4.531000,32
2002-03-25,4.550000,4.600000,4.520000,4.572000,4.572000,0
2002-03-26,4.600000,4.600000,4.560000,4.579000,4.579000,30
2002-03-27,4.620000,4.671000,4.620000,4.671000,4.671000,0
2002-03-28,4.641000,4.641000,4.641000,4.641000,4.641000,0
2002-03-29,null,null,null,null,null,null
2002-04-01,4.691000,4.691000,4.691000,4.691000,4.691000,3
2002-04-02,4.700000,4.738000,4.700000,4.738000,4.738000,0
2002-04-03,4.658000,4.658000,4.658000,4.658000,4.658000,0
2002-04-04,4.616000,4.616000,4.616000,4.616000,4.616000,120
2002-04-05,4.571000,4.571000,4.571000,4.571000,4.571000,0
2002-04-08,4.561000,4.561000,4.561000,4.561000,4.561000,0
